intervention,inclusion_tier,registry_trials,max_phase,statuses,trials_with_posted_results,category,traditional,abandoned_reason,termination_reasons,verdict_class,verdict_sublabel,evidence_tier,evidence_tier_sublabel,n_human_studies,n_mono_randomised,strongest_design,key_result_pmid,key_result_verbatim,metric,duration_weeks,comparator_arm_change,endpoint_dimension,indirect_only,conflict_present,conflict_note,safety,pooled_context_pmids,combination_evidence_pmids,why,curated,curation_note,duplicate_of,registry_only_result
zinpentraxin alfa,I1,4,PHASE3,COMPLETED|TERMINATED,4,biologic,False,lack_of_efficacy,The study was terminated by Sponsor as the futility analysis outcome indicated that the study was unlikely to meet the predefined primary objective of the study. No new safety concerns were identified.,Failed,"adequately sized randomised evidence, null",Probable,randomised null result,3,1,rct,38354066.0,"In the final analysis, absolute change from baseline to Week 52 in FVC was similar between placebo and zinpentraxin alfa (-214.89 ml and -235.72 ml; P = 0.5420); there were no apparent treatment effects on secondary endpoints.",absolute change from baseline to Week 52 in FVC,52.0,placebo,absolute change from baseline to Week 52 in FVC,False,False,,"Overall, 72.3% and 74.6% of patients receiving placebo and zinpentraxin alfa, respectively, experienced one or more adverse events.",42115887,,"3 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 1 null, 0 harm.",True,"Registry termination text keyword-classified incorrectly; both programmes stopped after prespecified futility/interim analyses (lack of efficacy), not for the class the keyword matched.",,
ziritaxestat,I3,3,PHASE3,COMPLETED|TERMINATED,3,investigational_drug,False,lack_of_efficacy,The benefit-risk profile no longer supports continuing the study,Failed,"two phase 3 trials (ISABELA 1/2), no effect on the primary endpoint; terminated early on benefit-risk grounds",Established,"Established (adequately powered phase 3 programme, negative)",1,1,rct,37159034.0,Ziritaxestat did not improve the annual rate of FVC decline vs placebo in either study.,annual rate of FVC decline at week 52,52.0,,rate of FVC decline (E1),False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,Reclassified from 'Poorly studied' in the Phase 3 retrieval-artefact check (corrections entry C11): the Phase 2 per-entity search had missed the primary report. Graded from the retrieved abstract; full text not read.,,
lung transplantation,I1,0,not applicable (surgical),,0,definitive / surgical,False,not_applicable,,Works,the only intervention with evidence of extended survival in IPF; graded on the survival dimension from registry data only,Probable,observational registry evidence; a randomised comparison is not feasible,1,0,observational_registry,37625610.0,"Lung transplantation: 5-year survival 55.2% in the most recent era analysed, up from 51.9% (p=0.02); adjusted HR 0.83 (95% CI 0.76-0.91) for the later era","post-transplant survival, UNOS-era analysis",260.0,earlier transplant era,survival (E11) / definitive treatment,False,False,,,,,Carried forward from the Phase 1 ceiling table rather than re-derived; the quoted figure is the Phase 1 record for the definitive-treatment dimension (source PMID 37625610).,True,"Absent from both the registry intervention universe and the entity literature search because it is a procedure, not an arm label. Added as a curated row. Survival grading is capped at Probable by brief section 2: the comparison is between transplant eras in a registry, not against untransplanted IPF, and no randomised comparison is possible.",,
Jinbei oral liquid (12-herb TCM compound),I2,0,not registered as a phase-labelled trial,,0,traditional / herbal,True,not_applicable,,Uncertain,"randomised IPF-only evidence exists (T1) but the verdict is capped at Uncertain by brief section 4.3: risk of bias could only be judged from the abstract, samples are small and follow-up short, and no independent replication outside the originating research setting was retrieved",Uncertain,"traditional-medicine screen tier T1; some concerns - assessed from abstract only, full text not retrieved",1,1,randomised_human,39849152.0,,FVC/DLCO and quality of life,,,FVC/DLCO and quality of life,False,False,,,,,"Entered from the traditional-medicine screen (brief section 4). Tier T1: randomised, IPF-only, eligible outcome, registration stated. Author-reported direction: authors report mixed significant and non-significant outcomes. n reported: 103.0; duration reported: 26 weeks.",True,"Graded from the abstract only; full text not retrieved. Chinese-language biomedical databases (CNKI, VIP, Wanfang, SinoMed) were not searched (brief section 4.5), so this row is a floor on what exists, not a complete account.",,
Kangxian Huanji Granule,I2,0,not registered as a phase-labelled trial,,0,traditional / herbal,True,not_applicable,,Uncertain,"randomised IPF-only evidence exists (T1) but the verdict is capped at Uncertain by brief section 4.3: risk of bias could only be judged from the abstract, samples are small and follow-up short, and no independent replication outside the originating research setting was retrieved",Uncertain,"traditional-medicine screen tier T1; some concerns - assessed from abstract only, full text not retrieved",1,1,randomised_human,37993378.0,,acute exacerbation of IPF (E10) - adjunctive; clinical outcome and inflammatory markers,,,acute exacerbation of IPF (E10) - adjunctive; clinical outcome and inflammatory markers,False,False,,,,,"Entered from the traditional-medicine screen (brief section 4). Tier T1: randomised, IPF-only, eligible outcome, registration stated. Author-reported direction: authors report mixed significant and non-significant outcomes. n reported: 80.0; duration reported: 4 weeks.",True,"Graded from the abstract only; full text not retrieved. Chinese-language biomedical databases (CNKI, VIP, Wanfang, SinoMed) were not searched (brief section 4.5), so this row is a floor on what exists, not a complete account. Population is AE-IPF, an outcome dimension (E10) where no licensed treatment exists; the trial is explicitly labelled exploratory.",,
Qizhukangxian granules,I2,0,not registered as a phase-labelled trial,,0,traditional / herbal,True,not_applicable,,Uncertain,"randomised IPF-only evidence exists (T2) but the verdict is capped at Uncertain by brief section 4.3: risk of bias could only be judged from the abstract, samples are small and follow-up short, and no independent replication outside the originating research setting was retrieved",Uncertain,traditional-medicine screen tier T2; high or some concerns - allocation concealment and blinding not described in the retrievable record,1,1,randomised_human,32744035.0,,FVC/6MWD and quality of life,,,FVC/6MWD and quality of life,False,False,,,,,"Entered from the traditional-medicine screen (brief section 4). Tier T2: randomised, IPF-only, eligible outcome; registration or allocation concealment not documented in the retrievable record. Author-reported direction: authors report at least one statistically significant benefit. n reported: 120.0; duration reported: 48 weeks.",True,"Graded from the abstract only; full text not retrieved. Chinese-language biomedical databases (CNKI, VIP, Wanfang, SinoMed) were not searched (brief section 4.5), so this row is a floor on what exists, not a complete account.",,
Feiwei granules,I2,0,not registered as a phase-labelled trial,,0,traditional / herbal,True,not_applicable,,Uncertain,"randomised IPF-only evidence exists (T2) but the verdict is capped at Uncertain by brief section 4.3: risk of bias could only be judged from the abstract, samples are small and follow-up short, and no independent replication outside the originating research setting was retrieved",Uncertain,traditional-medicine screen tier T2; high or some concerns - allocation concealment and blinding not described in the retrievable record,1,1,randomised_human,28459237.0,,lung function and quality of life,,,lung function and quality of life,False,False,,,,,"Entered from the traditional-medicine screen (brief section 4). Tier T2: randomised, IPF-only, eligible outcome; registration or allocation concealment not documented in the retrievable record. Author-reported direction: authors report no significant benefit. n reported: nan; duration reported: 6 months.",True,"Graded from the abstract only; full text not retrieved. Chinese-language biomedical databases (CNKI, VIP, Wanfang, SinoMed) were not searched (brief section 4.5), so this row is a floor on what exists, not a complete account. Author-reported direction is null; preserved in the negative-results register as well.",,
umbilical moxibustion,I2,0,not registered as a phase-labelled trial,,0,traditional / non-herbal procedure,True,not_applicable,,Uncertain,"randomised IPF-only evidence exists (T2) but the verdict is capped at Uncertain by brief section 4.3: risk of bias could only be judged from the abstract, samples are small and follow-up short, and no independent replication outside the originating research setting was retrieved",Uncertain,traditional-medicine screen tier T2; high or some concerns - allocation concealment and blinding not described in the retrievable record,1,1,randomised_human,30942008.0,,quality of life and symptom outcomes,,,quality of life and symptom outcomes,False,False,,,,,"Entered from the traditional-medicine screen (brief section 4). Tier T2: randomised, IPF-only, eligible outcome; registration or allocation concealment not documented in the retrievable record. Author-reported direction: authors report mixed significant and non-significant outcomes. n reported: 116.0; duration reported: 12 weeks.",True,"Graded from the abstract only; full text not retrieved. Chinese-language biomedical databases (CNKI, VIP, Wanfang, SinoMed) were not searched (brief section 4.5), so this row is a floor on what exists, not a complete account.",,
Pulmonary Daoyin (TCM rehabilitation programme),I2,0,not registered as a phase-labelled trial,,0,traditional / mind-body exercise,True,not_applicable,,Uncertain,"randomised IPF-only evidence exists (T2) but the verdict is capped at Uncertain by brief section 4.3: risk of bias could only be judged from the abstract, samples are small and follow-up short, and no independent replication outside the originating research setting was retrieved",Uncertain,traditional-medicine screen tier T2; high or some concerns - allocation concealment and blinding not described in the retrievable record,1,1,randomised_human,33164264.0,,6MWD (E5) and SGRQ-I (E6),,,6MWD (E5) and SGRQ-I (E6),False,False,,,,,"Entered from the traditional-medicine screen (brief section 4). Tier T2: randomised, IPF-only, 6MWD and SGRQ-I primary outcomes, but no trial-registration identifier in the retrievable record. Author-reported direction: authors report mixed significant and non-significant outcomes. n reported: nan; duration reported: 2 months.",True,"Graded from the abstract only; full text not retrieved. Chinese-language biomedical databases (CNKI, VIP, Wanfang, SinoMed) were not searched (brief section 4.5), so this row is a floor on what exists, not a complete account. This trial is also the strongest randomised source under the general pulmonary-rehabilitation entity; it is cross-referenced there rather than double-counted as an independent positive.",,
Baduanjin exercise,I2,0,not registered as a phase-labelled trial,,0,traditional / mind-body exercise,True,not_applicable,,Duplicate (merged into baduanjin exercise),"randomised IPF-only evidence exists (T1) but the verdict is capped at Uncertain by brief section 4.3: risk of bias could only be judged from the abstract, samples are small and follow-up short, and no independent replication outside the originating research setting was retrieved",Uncertain,traditional-medicine screen tier T1; risk of bias not assessable from the retrievable record,1,0,narrative_review_or_mechanistic,41184899.0,,"6MWD (E5), respiratory function, quality of life (E6)",,,"6MWD (E5), respiratory function, quality of life (E6)",False,False,,,,,"Entered from the traditional-medicine screen (brief section 4). Tier T1: randomised (randomly assigned), IPF-only, 6MWD/respiratory function/QoL outcomes, registered NCT06372353. Author-reported direction: authors report at least one statistically significant benefit. n reported: nan; duration reported: not stated.",True,Case-variant duplicate name string created by Phase 2 extraction; same intervention as 'baduanjin exercise'.,baduanjin exercise,
"SRN001 (amphiregulin siRNA, inhaled)",,,,,,,,,,Poorly studied,phase 1 safety and pharmacokinetics only; no clinical outcome evidence,Poorly studied,,1,0,"phase 1 trial in healthy participants and IPF patients (NCT05984992, n=25)",42052104.0,,,,,safety / pharmacokinetics,,,,,,,,,Added in Phase 6 action A3: the trial had no posted results and was missed by Phase 2 entity searching; the 2026 publication reports safety and pharmacokinetics only (PMID 42052104).,,
TNIK inhibitor (AI-discovered small molecule),,,,,,,,,,Poorly studied,phase 1 safety and pharmacokinetics only; anti-fibrotic claims are preclinical,Poorly studied,,1,0,"phase 1 trial (NCT05154240, n=78) reported alongside preclinical models",38459338.0,,,,,safety / pharmacokinetics,,,,,,,,,Added in Phase 6 action A3 (PMID 38459338). The paper's efficacy evidence is preclinical; the human data are phase 1 safety and pharmacokinetics.,,
